descriptor,model,mean_rmse,std_rmse,mean_mae,std_mae,mean_r2,std_r2
rdkit_count_512,hgb,0.8336128125334537,0.009016742810324111,0.6297246933387283,0.008825146924202422,0.4453739591242766,0.032834838668499663
morgan_r2_bits_2048,rf,0.8339883137902829,0.014888810640751584,0.6308028434408788,0.00843839900848958,0.4452201219884094,0.028331807458690666
morgan_r1_bits_512,svr,0.8349564796828892,0.005009459127188905,0.6165711963768608,0.007513846619810969,0.443898034955396,0.025762865013814647
torsion_bits_2048,svr,0.8352300458731339,0.009744892572126415,0.6228080219496481,0.008900944148286764,0.4440111926748818,0.014712922436222377
rdkit_bits_2048,hgb,0.8352863315957727,0.008631464182779975,0.6338534850000768,0.007997279483709159,0.44360038684807696,0.023803665652985785
morgan_r2_bits_2048,svr,0.8380246384955676,0.014246481029205777,0.6179629927574638,0.014182239661843392,0.4401609045584487,0.021572365548409182
morgan_r0_count_512,rf,0.8386382395689067,0.010603772156489564,0.6290322103363419,0.007278461711724491,0.43872042502726494,0.03182505241569985
torsion_count_512,svr,0.8387985561413206,0.009222910228477306,0.6215475674874698,0.009511892933810051,0.4391584476242752,0.01765226930217227
morgan_r1_bits_1024,svr,0.8427824297995847,0.011925839495766569,0.6209080454942921,0.009189955298987616,0.4335817882641935,0.025209938150410578
torsion_bits_1024,svr,0.8434245526135633,0.013313285429830148,0.6303362323261735,0.011632367562863408,0.43316769168266483,0.012684868749205094
morgan_r1_bits_2048,svr,0.8434618900735076,0.012915782331803323,0.6178060986525841,0.008958748662000863,0.432723911562743,0.024184361353016902
torsion_bits_512,svr,0.8451238418141914,0.013592760026382138,0.6353214506555633,0.016278336353997114,0.43076198444020425,0.017440346028517913
torsion_count_1024,svr,0.8463946163539242,0.008689296165389934,0.6269172048619162,0.011039676333578899,0.4288284358735924,0.021334627706528272
morgan_r1_bits_512,rf,0.8467655959856012,0.016966955464352968,0.6421186238733402,0.013482934651361606,0.42851139545908923,0.021373248544321054
rdkit_count_2048,rf,0.8478249396292465,0.00831265438937612,0.6520285545567363,0.014029746006145198,0.426946694970181,0.01994192140163542
atom_pair_count_512,rf,0.8480811989700301,0.01202541392425224,0.6464009093851251,0.014593809747813264,0.4265524408273108,0.02278740282553516
rdkit_bits_1024,svr,0.8485497078441933,0.013274738375936524,0.6332343851699276,0.011516177815982357,0.42560012421315374,0.030472622554297082
atom_pair_bits_2048,rf,0.8520696973044561,0.009837588567735348,0.6495495788490402,0.012967806950176674,0.4211130081868012,0.022754855681431974
morgan_r2_bits_1024,rf,0.8525211273899655,0.010269640396444797,0.6504610492747387,0.00858860965328177,0.4200645784018504,0.03207497246891051
morgan_r1_bits_512,ridge,0.8537841973241269,0.009740640940894284,0.6480071434104858,0.007850715561280716,0.418966373375621,0.017660662095202735
rdkit_count_1024,rf,0.8546191070018733,0.006794447124812774,0.6565012526035819,0.01089630698146098,0.41754761096484766,0.024396136631039463
atom_pair_count_512,ridge,0.8559286156610968,0.016293233808141266,0.6434673609074275,0.01161735052874858,0.41624399961984426,0.01551957807846704
morgan_r1_count_2048,elasticnet,0.8595968976573479,0.03202395204243205,0.6546016459962718,0.01965119659291314,0.411674064830554,0.020809018119360426
rdkit_count_512,rf,0.8606779378815597,0.007701867364348457,0.6580424926507272,0.009952019187196374,0.40922772223469767,0.02575278040892503
torsion_count_2048,svr,0.8613136540891588,0.011102096726329112,0.6337096016888883,0.010795024429934456,0.4087073690646341,0.01749609260031874
atom_pair_count_2048,elasticnet,0.8633080347776829,0.03031301246986779,0.6630079862237802,0.01801203421005088,0.4063846675869417,0.023989424138416846
rdkit_bits_1024,hgb,0.8635698306279993,0.006435951937706454,0.6592209935911016,0.007838599445633703,0.40509290291699307,0.02891153310620253
morgan_r1_count_1024,elasticnet,0.8649403434500413,0.03285098220721368,0.6626797906631152,0.020526031778280874,0.4044173941805253,0.019513938067071784
atom_pair_bits_2048,elasticnet,0.8686102768873262,0.0203398120640842,0.6658333990884246,0.01954516074931747,0.3989675083704078,0.014656949754859329
morgan_r1_bits_2048,elasticnet,0.8686994203709718,0.019708962199336988,0.6679417429077928,0.016663299369951465,0.3989870991339344,0.00327692787064546
